Número de concesión|Tipo de documento|Número de solicitud|Fecha de presentación|Fecha de concesión|Clasificación CIP|Título|Resumen|Inventor(es)|Titular
Gaceta: Patentes, Registros de Modelos de Utilidad y de Diseños Industriales Volúmen: Mayo de 2012
298740|Patente|PA/a/2005/011886|04/11/2005|02/05/2012|<i>A61K38/00</i> <b>(2006-01)</b>|METODOS Y COMPOSICIONES PARA LA PREVENCION Y TRATAMIENTO DE SEPTICEMIA.|Un método para prevenir o tratar la septicemia administrando conjuntamente a un paciente una cantidad para prevenir o tratar la septicemia de uno o más inhibidores del complemento y una cantidad para prevenir o tratar la septicemia de uno o más inhibidores de la vía CD14. Los inhibidores del complemento son de preferencia anticuerpos que se unen a proteínas del complemento como C5a y las inhiben y los inhibidores de la vía CD14 son de preferencia anticuerpos que se unen a componentes de la vía CD14 como CD14 y LPS y los inhiben.|FUNG, SEK CHUNG; MOLLNES, TOM, EIRIK; Deal Street 3511, 77025, Houston, Texas, E.U.A.|TANOX, INC.*; MEDINNOVA AS; Stella Link Road 10301, 77025-5497, Houston, Texas, E.U.A.|
299620|Patente|MX/a/2008/002027|29/03/2001|28/05/2012|<i>F25B5/02</i> <b>(2006-01)</b>; <i>F25B41/00</i> <b>(2006-01)</b>|METODO Y APARATO PARA CONTROL DE SISTEMA DE REFRIGERACION QUE TIENE REGULADORES DE PRESION DE EVAPORADOR ELECTRONICO.|Se proporciona un método y aparato para el control de un sistema de refrigeración. El sistema de refrigeración incluye una pluralidad de circuitos con cada circuito teniendo por lo menos una caja de refrigeración. Un regulador de presión de evaporador electrónico está en comunicación con cada circuito y se puede operar para controlar la temperatura del circuito correspondiente. Una pluralidad de compresores también se proporciona con cada compresor que forma una parte de un bastidor de compresores. Un sensor de presión se utiliza para medir la presión de succión del bastidor de compresores. Un sensor está en comunicación con cada circuito y se puede operar para medir un parámetro de cada circuito. Un controlador controla cada regulador de presión de evaporador electrónico y la presión de succión basada en los parámetros medidos de cada circuito.|ABTAR SINGH; JIM CHABUCOS; PAUL WICKBERG; JOHN WALLACE; 2948 Monrovia Trail, 30144, Kennesaw, Georgia, E.U.A.|COMPUTER PROCESS CONTROLS, INC.; 1640 Airport Road, Suite 104 , 30144, Kennesaw, Georgia, E.U.A.|
299621|Patente|MX/a/2007/004254|10/04/2007|28/05/2012|<i>A21C11/00</i> <b>(2006-01)</b>; <i>A21C11/16</i> <b>(2006-01)</b>; <i>A23L1/10</i> <b>(2006-01)</b>; <i>A23P1/10</i> <b>(2006-01)</b>|PRODUCTOS ALIMENTICIOS TRI-DIMENSIONALES.|Un proceso para formar productos alimenticios 3-dimensionales, tales como productos de cereal, que incluye proporcionar pasta cocida que se inyecta en un molde para formar una pieza 3-dimensional de producto alimenticio. La forma del producto alimenticio 3-dimensional se controla por la configuración de las superficies interiores del molde. El molde puede ser un molde caliente o un molde frío. El uso de un molde caliente provoca que la pasta en el molde se expanda, formando un producto alimenticio 3-dimensional. El uso de un molde frío forma un producto alimenticio 3-dimensional sin expandir.|ROBERT CHATEL; 4015 N. Firestone Drive, 60192, Hoffman Estates, Illinois, E.U.A.|THE QUAKER OATS COMPANY; 555 West Monroe Street, 60661, Chicago, Illinois, E.U.A.|
299622|Patente|PA/a/2006/004762|27/04/2006|28/05/2012|<i>A21D6/00</i> <b>(2006-01)</b>; <i>A23L1/10</i> <b>(2006-01)</b>; <i>A23L1/182</i> <b>(2006-01)</b>|COMPOSICION DE HARINA DE ARROZ CON TOLERANCIA DE PROCESO AUMENTADA Y ESTABILIDAD DE SOLUCION.|La presente invención se relaciona a una composición de harina de arroz con tolerancia de proceso aumentada y estabilidad de solución, el método para fabricar tal harina y usos de la misma. La harina se prepara por tratamiento de humedad-calor de una harina de arroz baja en amilosa. La harina resultante es útil en una variedad de aplicaciones industriales, particularmente en alimentos.|ROXANNA SHARIFF; WOLFGANG BINDZUS; YONG-CHENG SHI; TARAK SHAH; VINCENT GREEN; 215 East Main Street, Apt. 18, 08876, Somerville, New Jersey, E.U.A.|CORN PRODUCTS DEVELOPMENT, INC.*; 5 Westbrook Corporate Center, Westchester, 60154, Illinois, E.U.A.|
299623|Patente|MX/a/2008/009162|17/07/2008|29/05/2012|<i>B65B53/00</i> <b>(2006-01)</b>; <i>B65B11/00</i> <b>(2006-01)</b>; <i>B65B13/04</i> <b>(2006-01)</b>; <i>B65B3/04</i> <b>(2006-01)</b>; <i>B65B41/18</i> <b>(2006-01)</b>; <i>B65B51/04</i> <b>(2006-01)</b>; <i>B65B53/02</i> <b>(2006-01)</b>; <i>B65B61/00</i> <b>(2006-01)</b>; <i>B65B7/28</i> <b>(2006-01)</b>; <i>B65B9/06</i> <b>(2012-01)</b>|METODO Y APARATO PARA ETIQUETAR ENVASES.|Una etiqueta para un envase se forma mediante enrollamiento de un tramo de material de etiqueta alrededor de un mandril cilíndrico e introducción de calor, adhesivo u otro medio de sellado en un espacio entre la porción de extremo anterior del material de etiqueta y la porción de extremo de salida mientras el material de etiqueta se enrolla alrededor del mandril. La camisa cilíndrica se desliza del mandril y se encaja sobre un envase que pasa debajo de éste. El envase con una camisa cilíndrica alrededor de él luego se mueve a una estación de calentamiento que calienta el material de etiqueta, preferentemente espuma de poliestireno, para provocar que se encoja de acuerdo con el contorno del envase.|ROBERT F. KONTZ; 128 N. 13th Street, 43624, Toledo, Ohio, E.U.A.|GERRO PLAST GMBH LABELS; Heyestrasse 178, 40625, Dusseldorf, ALEMANIA|
299624|Patente|MX/a/2008/016379|18/12/2008|29/05/2012|<i>B29C49/42</i> <b>(2006-01)</b>|DISPOSITIVO PARA FIJAR LA BASE DE UN MOLDE SOBRE UN SOPORTE.|Dispositivo (3) de fijación removible con conexión fluida del fondo de un molde (1) sobre un soporte (4), este dispositivo (3) comprende una parte macho (6) y una parte hembra (7), presentando la parte macho (6) una superficie troncónica (10), comprendiendo la parte hembra (7) un mecanismo de bloqueo (26) que incluye bolas (33) adecuadas para unirse con la superficie (10), un dispositivo en el cual la parte hembra (7) comprende una caja cerrada periférica (27) provista de perforaciones (2) donde se alojan las bolas (33) y un cerrojo (34) que se proporciona con una rampa amular (41), montado alrededor de la caja cerrada (27), al que puede accederse manualmente y moverse entre una posición de bloqueo en la cual la rampa (41) está arreglada en línea con las bolas (33) y una posición liberada en la cual la rampa (41) está separada de las bolas (33)|DANIEL DAGORN; THIERRY LEMBLE; JULIEN SALEIX; FABRICE TARISSAN; c/o Sidel Participations, Avenue de la Patrouille de France, F-76930, Octeville Sur Mer, FRANCIA|SIDEL PARTICIPATIONS.*; Avenue de la Patrouille de France, F-76930, Octeville Sur Mer, FRANCIA|
299625|Patente|MX/a/2009/004850|07/05/2009|29/05/2012|<i>B60B33/02</i> <b>(2006-01)</b>|RODAJA DOBLE CON DOS RUEDAS DE RODADURA Y RODAJA CON UNA RUEDA DE RODADURA.|La invención se refiere a una rodaja (1) doble con dos ruedas (2) de rodadura y una caja (3) de soporte, siendo que en la caja (3) de soporte se configura un vástago (6) de montaje dentro del cual se puede desplazar un taqué (15) de accionamiento contra una fuerza elástica y coopera con una contraparte (65) de bloqueo para la fijación de dirección y/o el bloqueo total, y siendo que además se proporciona una parte (25) de freno de rueda con piezas (37, 38) de intervención para el bloqueo de giro de las ruedas (2) de rodadura, parte (25) de freno de rueda de rodadura que igualmente es accionada por el taqué (15) de accionamiento y siendo que además la sección (4) de caja que aloja al taqué (15) de accionamiento comprende en el lado superior un rodamiento (8) de bolas y hacia abajo encierra al menos parcialmente al taqué (15) de accionamiento. Para mejorar una rodaja doble del tipo bajo consideración de una manera favorable se propone que la contraparte (65) de bloqueo se incluya debajo del rodamiento (9) de bolas en la sección (4) de caja que solamente se abre con relación a su abertura interior.|WOLFGANG BLOCK; UWE HARKSEN; Unterstrasse 54, D-42929, Wermelskirchen, ALEMANIA|TENTE GMBH & CO. KG; Herrlinghausen 75, 42929, Wermelskirchen, ALEMANIA|
299626|Patente|MX/a/2007/009814|14/08/2007|29/05/2012|<i>C07D295/073</i> <b>(2006-01)</b>; <i>C07C49/697</i> <b>(2006-01)</b>|PROCESO PARA HACER TRANS-1-((1R,3S)-6-CLORO-3-FENILINDAN-1-IL)-3,3-DIMETILPIPERAZINA.|Se describe un método para hacer trans-1-((1R,3S)-6-cloro-3-fenilindan-1-il)-3,3-dimetilpiperazina (fórmula I) y sales de la misma y un método similar para hacer 4-((1R,3S)-6-cloro-3-fenilindan-1-il)-1,2,2-trimetilpiperazina (fórmula IX) y sales de la misma, dicho método comprende la conversión de un compuesto de fórmula IVa en el compuesto de fórmula I o en el compuesto de fórmula IX, respectivamente (ver fórmulas).|ALLAN CARSTEN DAHL; CHRISTINA WØHLK NIELSEN; CHRISTINA SUTEU; DAVID ROBIN; PETER BRØSEN; Vielstedvej 8, DK-4296, Vielsted, Nyrup, DINAMARCA|H. LUNDBECK A/S.*; Ottiliavej 9, DK-2500, Copenhague-Valby, DINAMARCA|
299627|Patente|MX/a/2009/013480|10/12/2009|28/05/2012|<i>C07D223/00</i> <b>(2006-01)</b>; <i>A61K31/55</i> <b>(2006-01)</b>|NUEVO PROCEDIMIENTO DE SINTESIS DE LA IVABRADINA Y DE SUS SALES DE ADICION A UN ACIDO FARMACEUTICAMENTE ACEPTABLE.|Procedimiento de síntesis de la ivabradina de fórmula (I): (ver fórmula I) y de sus sales de adición a un ácido farmacéuticamente aceptable.|JEAN-PIERRE LECOUVE; JEAN-LOUIS PEGLION; BERNARD SERKIZ; AIMÉE DESSINGES; 93, rue du Dr. Vigné, 76600, Le Havre, FRANCIA|LES LABORATOIRES SERVIER; 35 rue de Verdun, F-92284, Suresnes Cedex, FRANCIA|
299628|Patente|MX/a/2011/000413|11/01/2011|28/05/2012|<i>D06F58/22</i> <b>(2006-01)</b>|SECADORA DE ROPA CON FILTRO VIBRADOR DE PELUSAS.|Secadora de ropa (1) que comprende una cubierta (2) que contiene un tambor giratorio (4) para retener la ropa que se va a secar, un circuito de aire de secado (6) para transportar un flujo de aire de secado hacia el interior del tambor (6) y desde éste hacia el exterior, por lo menos un filtro (12) para interceptar la pelusa arrastrada fuera de la ropa (5) por el flujo de aire de secado, medios vibratorios (19) adaptados para hacer que el filtro (12) vibre, para dejar caer la pelusa del filtro (12); el filtro (12) es posicionable selectivamente entre una posición operativa en la que el filtro (12) está colocado en un asiento (11) interceptando el circuito de aire de secado (6), y una posición extraída en la que el filtro (12) se retira del asiento (11), fuera del circuito de aire de secado (6), los medios vibratorios comprenden un excitador, asociado a la cubierta (2), y un elemento sensible al excitador, asociado al filtro (12), el excitador y el elemento sensible al excitador están adaptados para cooperar mutuamente con el fin de causar que el filtro (12) vibre cuando el filtro (12) está en la posición operativa, el excitador y el elemento sensible al excitador están configurados para permitir que el filtro (12) sea extraído de y se inserte en el asiento (11).|GIANCARLO ARRIGONI; MAURIZIO UGEL; CARLO URBANET; ALBERTO BISON; GIANCARLO GEROLIN; Via Torino 168/5, I-33100, Udine, ITALIA|ELECTROLUX HOME PRODUCTS CORPORATION N.V.; Belgicastraat 17, B-1930, Zaventem, BELGICA|
299629|Patente|MX/a/2010/011558|21/10/2010|28/05/2012|<i>C09D5/02</i> <b>(2006-01)</b>; <i>B01F17/00</i> <b>(2006-01)</b>; <i>C09D167/08</i> <b>(2006-01)</b>; <i>C09D7/00</i> <b>(2006-01)</b>; <i>C09D7/02</i> <b>(2006-01)</b>; <i>C09D7/12</i> <b>(2006-01)</b>|UTILIZACION DE UNA PAREJA DISPERSANTE ACRILICO-ESPESANTE ASOCIATIVO EN UNA PINTURA ALQUIDICA PARA MEJORAR LA RETENCION DEL NIVEL DE BRILLO.|El invento consiste en la utilización, en una formulación de resina alquídica en fase acuosa, de una pareja dispersante 1 espesante: - siendo el dispersante un copolímero del ácido (met)acrílíco con un monómero oxialquilado que posee una función polimerizable y terminado con hidrógeno o un grupo alquilo que tenga de 1 a 4 átomos de carbono, - siendo el espesante un espesante asociativo que contiene al menos un grupo hidrófugo que es un poliestirilfenilo, preferentemente elegido entre el diestirilfenilo, el triestirilfenilo y sus mezclas, y muy preferentemente el triestirilfenilo. Esta combinación permite mejorar la retención del nivel de brillo de la película de pintura a lo largo de tiempo, garantizándole a la vez a la formulación acuosa la reología deseada.|JEAN-MARC SUAU; DENIS RUHLMANN; 60 chemin Perault, F-69480, Lucenay, FRANCIA|COATEX S.A.S.; 35 rue Ampère, Z.I., F-69730, Lyon Nord, Genay, FRANCIA|
299630|Patente|MX/a/2007/007384|19/06/2007|28/05/2012|<i>B66B1/32</i> <b>(2006-01)</b>; <i>B66B1/36</i> <b>(2006-01)</b>|PROCEDIMIENTOS PARA VERIFICAR UN SISTEMA DE FRENO DE ASCENSORES, UN PROCEDIMIENTO PARA LA PUESTA EN MARCHA DE UNA INSTALACION DE ASCENSORES Y UN SISTEMA PARA LA REALIZACION DE LA PUESTA EN MARCHA.|Un sistema de freno del ascensor (11) frena y detiene una cabina de ascensor (2) en una instalación de ascensor. El sistema de freno del ascensor (13) se compone de un número de unidades de freno (12) que, en caso necesario, atacan en las pistas de frenado (6), unidad de freno (12) que aprieta, para este fin, como mínimo una placa de apoyo de freno (14) sobre la pista de frenado (6) y genera una fuerza de frenado (FB). Según la invención, para verificar el sistema de freno (11) se determina un coeficiente de fricción efectivo (µe) generado de la unidad de freno durante la presión de la placa de apoyo de freno (14) sobre la pista de frenado (6). Además se explica una puesta en marcha mediante la aplicación de este método de prueba y se presenta un dispositivo para la realización de esta puesta en marcha. (figura 4).|STEFFEN GRUNDMANN; NICOLAS GREMAUD; Im Vorderdorf 5, CH-8906, Bonstetten, SUIZA|INVENTIO AG.*; Seestrasse 55, CH-6052, Postfach, Hergiswil, SUIZA|
299631|Patente|MX/a/2010/013618|10/12/2010|28/05/2012|<i>G08B17/107</i> <b>(2006-01)</b>|DETECTOR DE HUMO FOTOELECTRICO.|Se proporciona un detector de humo fotoeléctrico capaz de corregir una sensibilidad de acuerdo a un estado de contaminación. El detector de humo fotoeléctrico incluye una sección (6) de almacenamiento para almacenar un valor VN de detección cero y un valor de detección cero inicial; una sección (51) de cálculo de valor promedio móvil para calcular un valor promedio móvil de valores AD de detección emitidos por una porción (1, 2, 3) de detección; una sección (52) de actualización del valor de detección cero para calcular un nuevo valor VN de detección cero si una sensibilidad de la porción de detección decrece en comparación con aquella de un estado inicial, y adicionalmente, si una proporción de cambio en el valor promedio móvil con respecto al valor VN de detección cero excede un valor predeterminado; una sección (53) de corrección del valor AD de detección para corregir el valor de detección; y una sección (54) de computación de densidad de humo para convertir el valor de detección corregido en datos de densidad de humo.|TAKAHIRO KAWASHIMA; c/o Nohmi Bosai Ltd. 7-3, Kudan Minami 4-chome, 102-8277, Chiyoda-ku, Tokio, JAPON|NOHMI BOSAI LTD.; 7-3, Kudan Minami 4-chome, 102-8277, Chiyoda-ku, Tokio, JAPON|
299632|Patente|PA/a/2006/013252|14/11/2006|29/05/2012|<i>A61K31/192</i> <b>(2006-01)</b>; <i>C07C229/00</i> <b>(2006-01)</b>; <i>C07C59/74</i> <b>(2006-01)</b>; <i>A01N37/44</i> <b>(2006-01)</b>; <i>A61K31/185</i> <b>(2006-01)</b>; <i>C07C59/00</i> <b>(2006-01)</b>|COMPUESTOS Y COMPOSICIONES PARA SUMINISTRAR AGENTES ACTIVOS.|Se proporcionan compuestos y composiciones para el suministro de agentes activos. También se proporcionan métodos de administración y preparación.|DAVID GSCHNEIDNER; PARSHURAM RATH; MARIA ISABEL GOMEZ-ORELLANA; ANDREA LEONE-BAY; DESTARDI MOYE-SHERMAN; STEPHEN V. PUSZTAY; PINGWAH TANG; JOHN J. WEIDNER; JIANFENG SONG; c/o Emisphere Technologies, Inc., 765 Old Saw Mill River Road, 10591, Tarrytown, New York, E.U.A.|EMISPHERE TECHNOLOGIES, INC.*; 765 Old Saw Mill River Road, 10591, Tarrytown, New York, E.U.A.|
299633|Patente|MX/a/2008/011784|15/09/2008|29/05/2012|<i>A01H1/00</i> <b>(2006-01)</b>; <i>C12N9/02</i> <b>(2006-01)</b>; <i>C12N9/10</i> <b>(2006-01)</b>; <i>C12P7/64</i> <b>(2006-01)</b>; <i>C12N15/82</i> <b>(2006-01)</b>; <i>C12N5/04</i> <b>(2006-01)</b>; <i>C12N9/04</i> <b>(2006-01)</b>|PRODUCCION DE ÁCIDO GRASO POLI-INSATURADO EN ORGANISMOS HETEROLOGOS USANDO SISTEMAS DE SINTASA DE POLICÉTIDO PUFA.|Se describen novedosas acil-CoA sintetasas y novedosas aciltransferasas, moléculas de ácido nucleico que las codifican, moléculas de ácido nucleico recombinante y células huésped recombinantes que contienen estas moléculas de ácido nucleico, organismos modificados genéticamente (por ejemplo, plantas, microorganismos) que han sido modificados genéticamente para que expresen un sistema del tipo policétido sintasa (PKS) para la producción de ácidos grasos de poli insaturados (PUFA) (un sistema PKS de PUFA o de sintetasa de PUFA ), en donde los organismos han sido modificados para que expresen una acil-CoA sintetasa, para que expresen una acil transferasa, para que eliminan o inactiven una sintasa de ácido graso (FAS) expresada por el organismo, para reducirla competencia por malonil CoA con la sintasa de PUFA o para aumentar el nivel de malonil CoA en el organismo, y en un aspecto, para inhibir KASII o KASIII. Se describen otras modificaciones y métodos para hacer uso de estos organismos, además de las PUFA y los aceites obtenidos de estos organismos, solos con diversos productos incluyendo estos PUFA y aceites.|JAMES G. METZ; JAMES CASEY LIPPMEIER; JERRY M. KUNER; 542 E. 16th Avenue, 80501, Longmont, Colorado, E.U.A.|MARTEK BIOSCIENCES CORPORATION; 6480 Dobbin Road, 21045, Columbia, Maryland, E.U.A.|
299634|Patente|PA/a/2006/000114|05/01/2006|29/05/2012|<i>A61K31/517</i> <b>(2006-01)</b>; <i>A61K31/555</i> <b>(2006-01)</b>; <i>A61K41/00</i> <b>(2006-01)</b>|USO DEL DERIVADO DE QUINAZOLINA ZD6474 COMBINADO CON COMPUESTOS DE PLATINO Y, OPCIONALMENTE, CON RADIACION IONIZANTE, EN EL TRATAMIENTO DE ENFERMEDADES ASOCIADAS CON LA ANGIOGENESIS Y/O LA PERMEABILIDAD VASCULAR INCREMENTADA.|La presente invención se refiere a un método para la producción de un efecto anti-angiogénico y/o reductor de la permeabilidad vascular en un animal de sangre caliente, tal como un humano, que está siendo tratado opcionalmente con radiación ionizante, en particular un método para el tratamiento de un cáncer , particularmente un cáncer que implica un tumor sólido, que comprende la administración de ZD6474 en combinación con un agente anti-tumores de platino; a una composición farmacéutica que comprende ZD6474 y un agente anti-tumores de platino; a un producto de combinación que comprende ZD6474 y un agente anti-tumores de platino, para uso en un método de tratamiento de un cuerpo humano o animal, mediante terapia; a un estuche que comprende ZD6474 y un agente anti- tumores de platino; al uso de ZD6474 y un agente anti- tumores de platino en la fabricación de un medicamento para uso en la producción de un efecto anti-angiogénico y/o reductor de la permeabilidad vascular, en un animal de sangre caliente, al como un humano, que está siendo tratado opcionalmente con radicación ionizante.|STEPHEN ROBERT WEDGE; ANDERSON JOSEPH RYAN; AstraZeneca R&D Alderley Alderley Park, SK10 4TG, Macclesfield, Cheshire, REINO UNIDO|ASTRAZENECA AB; , S-151 85, Södertälje, SUECIA|
299635|Patente|MX/a/2009/008147|30/07/2009|29/05/2012|<i>H04H60/06</i> <b>(2008-01)</b>|METODO Y SISTEMA PARA LA SINCRONIZACION DE LISTA DE REPRODUCCION.|Las modalidades de la presente invención proporcionan un método y un sistema para sincronizar listas de reproducción de canales departamentales o grupos de canales departamentales. En una modalidad de la presente invención, las listas de reproducción de los canales departamentales o de los grupos de canales departamentales se sincronizan con puntos finales definidos en un programa de lista de reproducción global. Esto es, los canales que no tienen una terminación/punto final consistente con los puntos finales definidos por el programa de lista de reproducción global se respaldan con un contenido de relleno respectivo (medios) para coordinar los puntos de terminación de los canales a ser sincronizados. La cantidad del contenido de relleno necesario para cada canal se determina, respectivamente, por el canal.|GREGORY HERLEIN; DAVID WANG; 2034 Filbert Street, 94123, San Francisco, California, E.U.A.|THOMSON LICENSING; 46, Quai A. Le Gallo, F-92100, Boulogne-Billancourt, , FRANCIA|
299636|Patente|MX/a/2011/009016|04/11/2005|29/05/2012|<i>A61K31/00</i> <b>(2006-01)</b>; <i>A61K31/4178</i> <b>(2006-01)</b>; <i>A61K31/4184</i> <b>(2006-01)</b>; <i>A61K31/4188</i> <b>(2006-01)</b>; <i>A61K31/4192</i> <b>(2006-01)</b>; <i>A61K31/4745</i> <b>(2006-01)</b>; <i>A61P1/04</i> <b>(2006-01)</b>; <i>A61P17/06</i> <b>(2006-01)</b>; <i>A61P25/00</i> <b>(2006-01)</b>; <i>A61P35/00</i> <b>(2006-01)</b>; <i>A61P37/00</i> <b>(2006-01)</b>; <i>A61P9/10</i> <b>(2006-01)</b>; <i>C07D233/54</i> <b>(2006-01)</b>; <i>C07F9/572</i> <b>(2006-01)</b>; <i>C07F9/59</i> <b>(2006-01)</b>; <i>C07F9/6506</i> <b>(2006-01)</b>; <i>C07F9/6561</i> <b>(2006-01)</b>|USO DE EFECTORES DE CICLASAS DE GLUTAMATO Y GLUTAMINIL.|La presente invención se refiere a una composición farmacéutica, caracterizada porque comprende por lo menos un inhibidor de la glutaminil ciclasa o una sal farmacéuticamente aceptable del mismo para usarse en la prevención o tratamiento de una enfermedad seleccionada de psoriasis, artritis reumatoide y ateroesclerosis.|HANS-ULRICH DEMUTH; TORSTEN HOFFMANN; ANDRÉ J. NIESTROJ; ULRICH HEISER; STEPHAN SHILLING; Hegelstrasse 14, 06114, Halle/Salle, , ALEMANIA|PROBIODRUG AG; Weinbergweg 22, 06120, Halle/Saale, , ALEMANIA|
299637|Patente|PA/a/2003/011316|08/12/2003|29/05/2012|<i>A61K31/519</i> <b>(2006-01)</b>; <i>A61K38/00</i> <b>(2006-01)</b>; <i>A61K39/395</i> <b>(2006-01)</b>; <i>A61M5/28</i> <b>(2006-01)</b>; <i>A61P1/00</i> <b>(2006-01)</b>; <i>A61P1/16</i> <b>(2006-01)</b>; <i>A61P11/00</i> <b>(2006-01)</b>; <i>A61P13/00</i> <b>(2006-01)</b>; <i>A61P13/12</i> <b>(2006-01)</b>; <i>A61P17/00</i> <b>(2006-01)</b>; <i>A61P17/02</i> <b>(2006-01)</b>; <i>A61P19/00</i> <b>(2006-01)</b>; <i>A61P19/02</i> <b>(2006-01)</b>; <i>A61P19/06</i> <b>(2006-01)</b>; <i>A61P19/08</i> <b>(2006-01)</b>; <i>A61P25/00</i> <b>(2006-01)</b>; <i>A61P27/00</i> <b>(2006-01)</b>; <i>A61P27/02</i> <b>(2006-01)</b>; <i>A61P29/00</i> <b>(2006-01)</b>; <i>A61P3/00</i> <b>(2006-01)</b>; <i>A61P3/10</i> <b>(2006-01)</b>; <i>A61P31/00</i> <b>(2006-01)</b>; <i>A61P35/00</i> <b>(2006-01)</b>; <i>A61P37/00</i> <b>(2006-01)</b>; <i>A61P37/02</i> <b>(2006-01)</b>; <i>A61P37/06</i> <b>(2006-01)</b>; <i>A61P37/08</i> <b>(2006-01)</b>; <i>A61P7/00</i> <b>(2006-01)</b>; <i>A61P7/04</i> <b>(2006-01)</b>; <i>A61P9/00</i> <b>(2006-01)</b>; <i>A61P9/10</i> <b>(2006-01)</b>; <i>C07K16/18</i> <b>(2006-01)</b>; <i>C07K16/24</i> <b>(2006-01)</b>|METODOS PARA ADMINISTRAR ANTICUERPOD ANTI-TNFA.|Se describen los métodos para tratar trastornos en los cuales la actividad de TNFa es perjudicial por medio de cada dos semanas, la administración subcutánea de anticuerpos humanos, preferentemente anticuerpos recombinantes humanos, que se unen específicamente al factor de necrosis tumoral humano a (hTNFa). El anticuerpo puede administrarse con o sin metotrexato. Estos anticuerpos tienen una alta afinidad por hTNFa (por ejemplo, Kd = 10-8 M o menos), una baja velocidad de salida para la disociación con hTNFa (por ejemplo, Ksalida = 10-3 sec-1 o menos), y neutralizan la actividad de hTNFa in vitro e in vivo. Un anticuerpo de la invención puede ser un anticuerpo de longitud completa o una porción de unión a antígeno del mismo. También se incluyen equipos que contienen una composición farmacéutica e instrucciones para su dosificación, y jeringas precargadas que contienen composiciones farmacéuticas.|JOACHIM KEMPENI; ROBERTA WEISS; STEVEN A. FISHCKOFF; 75 Gimmeldinger Street, D-67433, Neustadt, ALEMANIA|ABBOTT BIOTECHNOLOGY LTD; Claredon House, 2 Church Street, HM 11, Hamilton, BERMUDAS|
299638|Patente|MX/a/2009/011218|16/10/2009|29/05/2012|<i>A61K9/12</i> <b>(2006-01)</b>; <i>A61K9/16</i> <b>(2006-01)</b>|MICROPARTICULAS DE ACIDO NUCLEICO PARA ADMINISTRACION PULMONAR.|La presente descripción se refiere a composiciones de micropartícula, en las cuales las microparticulas se elaboran de ácidos nucleicos y cationes no poliméricos, las cuales son adecuadas para administración a lugares objetivo húmedos o acuosos (por ejemplo el tejido pulmonar), en donde las microparticulas de ácido nucleico substancialmente esféricas liberan los ácidos nucleicos a través de disolución, permitiendo que los ácidos nucleicos liberados interactúan libremente con las células objetivo.|LARRY R. BROWN; KIMBERLY A. GILLIS; MICHAEL GALLO; 25 Sumner Street, 02459, Newton, Massachusetts, E.U.A.|BAXTER INTERNATIONAL INC.*; BAXTER HEALTHCARE S. A.*; One Baxter Parkway DF2-2W, 60015, Deerfield, Illinois, E.U.A.|
299639|Patente|MX/a/2010/003986|12/04/2010|29/05/2012|<i>C07D401/14</i> <b>(2006-01)</b>; <i>A61K31/497</i> <b>(2006-01)</b>; <i>A61P25/00</i> <b>(2006-01)</b>; <i>C07D403/12</i> <b>(2006-01)</b>|ANTAGONISTAS DEL RECEPTOR 5-HT7.|La presente invención proporciona compuestos antagonistas del receptor de 5-HT7 selectivos de Fórmula I, y su uso en el tratamiento de migraña: en donde A es C (H)= o - N= y R1-7son como se definen en la presente. (Ver fórmula (I)).|SANDRA ANN FILLA; VALENTINA O. BADESCU; PETER THADDEUS GALLAGHER; MARIA ANN WATTON; 8419 Tranquility Circle, 46038, Fishers, Indiana, E.U.A.|ELI LILLY AND COMPANY.*; Lilly Corporate Center, 46285, Indianapolis, Indiana, E.U.A.|
299640|Patente|MX/a/2008/016527|19/12/2008|29/05/2012|<i>A01N43/10</i> <b>(2006-01)</b>; <i>A01N43/18</i> <b>(2006-01)</b>; <i>A01N43/40</i> <b>(2006-01)</b>; <i>A01N43/80</i> <b>(2006-01)</b>; <i>A01P7/04</i> <b>(2006-01)</b>|UN METODO PARA CONTROLAR INSECTOS RESISTENTES A INSECTICIDAS COMUNES.|Las sulfoximinas N-substituidas son efectivas para controlar insectos resistentes a insecticidas comunes.|MICHAEL R. LOSO; JIM X. HUANG; RICHARD B. ROGERS; YUANMING ZHU; NAILAH ORR; THOMAS C. SPARKS; JAMES M. GIFFORD; THOMAS MEADE; 1538 Old Mill Circle, 46032, Carmel, Indiana, E.U.A.|DOW AGROSCIENCES LLC.*; 9330 Zionsville Road, 46268-1054, Indianapolis, Indiana, E.U.A.|
